MANDT,QMNUM,QMART,QMTXT,ARTPR,ERNAM,ERDAT,AEDAT,MZEIT,QMDAT,STRMN,STRUR,LTRMN,LTRUR
800,000010001574,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001575,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001576,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001577,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001578,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001579,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001580,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001581,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001582,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001583,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001584,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001585,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001586,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001587,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001588,ZP,INSPEKTION DER FEUERLÖSCHER,PM,SCHULZET,2005-04-05,NAT,08:33:06,2000-08-07,2000-08-07,09:33:06,2000-08-07,11:29:06
800,000010001597,ZF,FAHRT INS BLAUE,PM,KROEGER,2005-04-29,2005-04-29,15:04:37,2005-04-29,2005-05-02,09:00:00,2005-05-02,12:00:00
800,000010001607,ZF,CUSTOMER VISIT,PM,SCHULZET,2005-06-23,2005-06-23,13:27:50,2005-06-23,2005-06-23,14:00:00,2005-06-23,17:00:00
800,000010001608,M1,MAINTENANCE,PM,SCHULZET,2005-06-23,2005-06-23,13:59:35,2005-06-23,2005-06-24,08:00:00,2005-06-25,17:00:00
800,000010001617,M1,LAMP NOT WORKING IN PILOT CABIN,PM,MARZOLETTI,2005-08-30,NAT,17:12:58,2005-08-30,2005-08-30,17:12:58,NAT,00:00:00
800,000010001618,M1,NOISE FROM REAR BOGIE,PM,MARZOLETTI,2005-08-30,NAT,17:15:15,2005-08-30,2005-08-30,17:15:15,NAT,00:00:00
800,000010001627,OS,INSTALLATION OF HOSE COUPLING,PM,BOCKW,2006-01-10,2006-01-11,16:04:48,2005-01-10,2005-01-10,16:04:48,2005-01-14,16:04:48
800,000010001628,OS,INSTALLATION OF HOSE COUPLING,PM,C5013175,2006-01-11,2006-01-11,10:37:32,2006-01-11,2005-01-26,00:00:00,2005-02-02,00:00:00
800,000010001647,M1,ISSUES WITH PUMP,PM,BINNIG,2006-02-23,2006-06-23,17:02:53,2006-02-23,2006-02-23,17:02:53,NAT,00:00:00
800,000010001697,I1,ELEVATOR DISABLED,PM,D043228,2006-05-03,NAT,10:42:34,2006-05-03,2006-05-03,10:42:34,NAT,00:00:00
800,000010001707,M2,CONDENSER BROKE DOWN,PM,D028584,2006-06-23,NAT,10:06:04,2006-06-23,2006-06-23,10:07:03,2006-06-24,10:07:03
800,000010001729,M2,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,ERP_PROD,2006-06-28,2006-06-28,09:02:46,2006-06-28,2006-06-28,00:00:00,2006-06-28,NAN
800,000010001737,M3,MONTHLY MAINT. FOR EQ. EL500001,PM,D047552,2006-09-28,NAT,14:50:21,2006-09-28,2005-09-04,00:00:00,2005-09-04,00:00:00
800,000010001738,M3,MONTHLY MAINT. FOR EQ. C1500001,PM,D047552,2006-09-28,NAT,14:50:23,2006-09-28,2005-09-04,00:00:00,2005-09-04,00:00:00
800,000010001739,M3,MONTHLY MAINT. FOR EQ. C2500001,PM,D047552,2006-09-28,NAT,14:50:23,2006-09-28,2005-09-04,00:00:00,2005-09-04,00:00:00
800,000010001740,M3,MONTHLY MAINT. FOR EQ. C2500002,PM,D047552,2006-09-28,NAT,14:50:24,2006-09-28,2005-09-04,00:00:00,2005-09-04,00:00:00
800,000010001741,M3,MONTHLY MAINT. FOR EQ. C2500003,PM,D047552,2006-09-28,NAT,14:50:24,2006-09-28,2005-09-04,00:00:00,2005-09-04,00:00:00
800,000010001747,M3,INSTALLATION NOTIFICATION,PM,I035497,2006-10-01,NAT,23:34:46,2006-10-01,2006-10-01,23:43:26,NAT,00:00:00
800,000010001748,M3,INSTALLATION NOTIFICATION,PM,I035497,2006-10-02,NAT,00:02:45,2006-10-02,2006-10-02,00:11:10,NAT,00:00:00
800,000010001757,ZI,INSTALL A NEW TELEPHONE,PM,D046267,2006-11-03,2006-11-03,13:38:28,2006-11-03,2006-11-03,13:38:28,NAT,00:00:00
800,000010001777,M3,DISMANTLING NOTIF.,PM,RATHOD,2007-03-12,NAT,10:39:14,2007-03-12,2007-03-12,10:39:51,NAT,00:00:00
800,000010001787,M3,DISMANTLING NOTIF.,PM,I029152,2007-03-29,NAT,07:48:22,2007-03-29,2007-03-29,07:49:21,NAT,00:00:00
800,000010001788,M3,DISMANTLING NOTIF.,PM,I029152,2007-03-29,NAT,07:49:31,2007-03-29,2007-03-29,07:49:51,NAT,00:00:00
800,000010001789,M3,DISMANTLING NOTIF.,PM,I029152,2007-03-29,NAT,07:49:52,2007-03-29,2007-03-29,07:50:04,NAT,00:00:00
800,000010001790,M3,DISMANTLING NOTIF.,PM,I029152,2007-03-29,NAT,07:50:05,2007-03-29,2007-03-29,07:50:18,NAT,00:00:00
800,000010001791,M3,DISMANTLING NOTIF.,PM,I029152,2007-03-29,NAT,07:50:19,2007-03-29,2007-03-29,07:50:38,NAT,00:00:00
800,000010001792,M3,DISMANTLING NOTIF.,PM,I029152,2007-03-29,NAT,07:50:39,2007-03-29,2007-03-29,07:50:57,NAT,00:00:00
800,000010001793,M3,DISMANTLING NOTIF.,PM,I029152,2007-03-29,NAT,07:50:58,2007-03-29,2007-03-29,07:51:13,NAT,00:00:00
800,000010001794,M3,DISMANTLING NOTIF.,PM,I029152,2007-03-29,NAT,07:51:14,2007-03-29,2007-03-29,07:51:23,NAT,00:00:00
800,000010001795,M3,DISMANTLING NOTIF.,PM,I029152,2007-03-29,NAT,07:52:29,2007-03-29,2007-03-29,07:52:45,NAT,00:00:00
800,000010001796,M3,DISMANTLING NOTIF.,PM,I029152,2007-03-29,NAT,07:52:47,2007-03-29,2007-03-29,07:53:00,NAT,00:00:00
800,000010001797,M3,DISMANTLING NOTIF.,PM,I029152,2007-03-29,NAT,07:53:01,2007-03-29,2007-03-29,07:53:15,NAT,00:00:00
800,000010001798,M3,DISMANTLING NOTIF.,PM,I029152,2007-03-29,NAT,07:53:16,2007-03-29,2007-03-29,07:53:39,NAT,00:00:00
800,000010001799,M3,DISMANTLING NOTIF.,PM,I029152,2007-03-29,NAT,07:53:40,2007-03-29,2007-03-29,07:54:04,NAT,00:00:00
800,000010001800,M3,DISMANTLING NOTIF.,PM,I029152,2007-03-29,NAT,07:54:05,2007-03-29,2007-03-29,07:54:22,NAT,00:00:00
800,000010001807,P2,TEST,PM,D037556,2007-06-18,2007-06-18,16:30:33,2007-06-18,2007-06-18,16:30:33,NAT,00:00:00
800,000010001817,ZJ,##########,RJ,I025572,2007-06-27,2010-11-25,16:48:24,2007-06-27,2007-06-27,16:49:39,2007-07-04,16:49:39
800,000010001818,ZJ,######,RJ,I025572,2007-06-27,2007-06-27,19:09:22,2007-06-27,2007-06-27,19:12:21,2007-07-01,19:12:21
800,000010001819,ZJ,#######,RJ,JPRE01,2007-06-28,2007-06-28,11:55:06,2007-06-28,2007-06-28,11:55:32,2007-07-02,11:55:32
800,000010001820,ZJ,##############302###,RJ,JPRE01,2007-06-28,NAT,12:17:13,2007-06-28,2007-06-28,13:56:18,2007-07-05,13:56:18
800,000010001821,ZJ,#########,RJ,JPRE01,2007-06-28,NAT,14:03:35,2007-06-28,2007-06-28,14:04:51,2007-06-29,14:04:51
800,000010001822,M2,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SMURA,2007-06-28,2007-07-05,11:37:54,2007-06-28,2007-06-28,11:37:54,NAT,00:00:00
800,000010001823,M2,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SMURA,2007-06-28,2007-06-29,11:48:02,2007-06-28,2007-06-28,11:48:02,NAT,00:00:00
800,000010001824,M2,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SMURA,2007-06-28,2007-06-29,11:48:59,2007-06-28,2007-06-28,11:48:59,NAT,00:00:00
800,000010001826,M2,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SMURA,2007-06-28,NAT,11:51:29,2007-06-28,2007-06-28,11:51:29,NAT,00:00:00
800,000010001837,M2,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SMURA,2007-06-29,NAT,15:53:02,2007-06-29,2007-06-29,15:53:02,NAT,00:00:00
800,000010001838,M2,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SMURA,2007-06-29,NAT,15:54:35,2007-06-29,2007-06-29,15:54:35,NAT,00:00:00
800,000010001839,M2,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SMURA,2007-06-29,NAT,15:55:42,2007-06-29,2007-06-29,15:55:42,NAT,00:00:00
800,000010001840,M2,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SMURA,2007-06-29,NAT,15:56:26,2007-06-29,2007-06-29,15:56:26,NAT,00:00:00
800,000010001841,M2,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SMURA,2007-06-29,NAT,15:58:15,2007-06-29,2007-06-29,15:58:15,NAT,00:00:00
800,000010001842,M2,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SMURA,2007-06-29,NAT,15:59:03,2007-06-29,2007-06-29,15:59:03,NAT,00:00:00
800,000010001843,M2,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SMURA,2007-06-29,NAT,15:59:47,2007-06-29,2007-06-29,15:59:47,NAT,00:00:00
800,000010001844,M2,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SMURA,2007-06-29,NAT,16:00:27,2007-06-29,2007-06-29,16:00:27,NAT,00:00:00
800,000010001845,M2,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SMURA,2007-06-29,NAT,16:01:06,2007-06-29,2007-06-29,16:01:06,NAT,00:00:00
800,000010001847,M2,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SMURA,2007-06-29,NAT,16:03:29,2007-06-29,2007-06-29,16:03:29,NAT,00:00:00
800,000010001859,M2,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SMURA,2007-07-03,NAT,12:23:44,2007-07-03,2007-07-03,12:23:44,NAT,00:00:00
800,000010001861,M2,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SMURA,2007-07-03,2007-07-04,13:27:58,2007-02-03,2007-07-03,13:27:58,NAT,00:00:00
800,000010001863,ZJ,###########,RJ,JPRE01,2007-07-04,NAT,10:22:30,2007-07-04,2007-07-04,10:24:40,2007-07-08,10:24:40
800,000010001864,ZJ,##########,RJ,JPRE01,2007-07-04,NAT,10:25:40,2007-07-04,2007-07-04,10:27:51,2007-07-05,10:27:51
800,000010001865,ZJ,################,RJ,JPRE01,2007-07-04,NAT,10:28:41,2007-07-04,2007-07-04,10:31:21,2007-07-08,10:31:21
800,000010001866,ZJ,########,RJ,JPRE01,2007-07-04,NAT,10:32:02,2007-07-04,2007-07-04,10:35:49,2007-07-05,10:35:49
800,000010001867,ZJ,######,RJ,JPRE01,2007-07-04,NAT,10:37:12,2007-07-04,2007-07-04,10:39:54,2007-07-05,10:39:54
800,000010001868,ZJ,##########,RJ,JPRE01,2007-07-04,NAT,11:22:55,2007-07-04,2007-07-04,11:24:45,2007-07-11,11:24:45
800,000010001869,ZJ,########,RJ,JPRE01,2007-07-04,NAT,11:25:22,2007-07-04,2007-07-04,11:27:24,2007-07-08,11:27:24
800,000010001870,ZJ,##########,RJ,JPRE01,2007-07-04,NAT,11:33:26,2007-07-04,2007-07-04,11:35:17,2007-07-11,11:35:17
800,000010001871,ZJ,#########,RJ,JPRE01,2007-07-04,NAT,11:36:56,2007-07-04,2007-07-04,11:38:04,2007-07-08,11:38:04
800,000010001872,ZJ,########,RJ,JPRE01,2007-07-04,NAT,11:41:04,2007-07-04,2007-07-04,11:42:07,2007-07-11,11:42:07
800,000010001873,ZJ,##########,RJ,JPRE01,2007-07-04,NAT,12:59:20,2007-07-04,2007-07-04,13:00:23,2007-07-05,13:00:23
800,000010001874,ZJ,#############,RJ,JPRE01,2007-07-04,NAT,13:01:28,2007-07-04,2007-07-04,13:03:05,2007-07-11,13:03:05
800,000010001875,P2,TEST,PM,D037556,2007-07-05,NAT,23:30:11,2007-07-05,2007-07-05,23:30:11,NAT,00:00:00
800,000010001877,P2,CORRECT PUMP DAMAGE,PM,D037556,2007-08-03,NAT,09:27:07,2007-08-03,2007-08-03,09:27:07,NAT,00:00:00
800,000010001887,P2,TEST AK 01,PM,D037556,2007-09-14,2007-09-14,15:03:13,2007-09-14,2007-09-14,15:03:13,NAT,00:00:00
800,000010001888,P2,TEST AK 02 NOTI,PM,D037556,2007-09-14,2007-09-14,16:33:07,2007-09-14,2007-09-14,16:33:07,2007-09-15,16:33:07
800,000010001897,P2,TEST PL 01,PM,D037556,2007-09-18,2007-09-18,16:51:31,2007-09-18,2007-09-18,16:51:31,NAT,00:00:00
800,000010001898,P2,TEST PL 02,PM,D037556,2007-09-18,2007-09-18,16:54:19,2007-09-18,2007-09-18,16:54:19,2007-09-19,16:54:19
800,000010001899,P2,TEST PL 03,PM,D037556,2007-09-18,2007-09-18,16:58:41,2007-09-18,2007-09-18,16:58:41,NAT,00:00:00
800,000010001900,M1,TEST AK 01,PM,D037556,2007-09-19,NAT,16:04:14,2007-09-19,2007-09-19,16:04:14,2007-09-20,16:04:14
800,000010001901,P2,TEST AK 02,PM,D037556,2007-09-19,2007-09-19,16:34:56,2007-09-19,2007-09-19,16:34:56,2007-09-20,16:34:56
800,000010001902,P2,TEST AK 01,PM,D037556,2007-09-20,2007-09-20,17:31:11,2007-09-20,2007-09-20,17:31:11,2007-09-21,17:31:11
800,000010001903,P2,TEST,PM,D037556,2007-09-21,2007-09-21,11:30:32,2007-09-21,2007-09-21,11:30:32,2007-09-22,11:30:32
800,000010001917,P2,TEST TT,PM,D037556,2007-12-18,2007-12-18,19:13:17,2007-12-18,2007-12-18,19:13:17,NAT,00:00:00
800,000010001927,M3,CNC-1000: INSPECTION / MAINTENANCE,PM,RICHTERJU,2008-03-20,2008-03-20,11:00:31,2008-03-20,2008-05-25,00:00:00,2008-06-04,NAN
800,000010001928,M2,DEFECTIVE WORK SPINDLE,PM,RICHTERJU,2008-03-20,2008-03-20,16:19:00,2008-03-19,2008-03-19,16:19:00,2008-03-20,16:19:00
800,000010001947,M1,EAM NOT.,PM,ECSETUP,2009-12-22,2009-12-22,09:10:17,2009-12-22,2009-12-15,00:00:00,2009-12-22,00:00:00
800,000010001948,M1,EMISSION EXCEEDANCE,PM,ECSETUP,2009-12-24,NAT,03:38:14,2009-12-24,2009-12-17,00:00:00,2009-12-24,00:00:00
800,000010001957,OS,VENTILATION UNITS NEEDS TO BE MAINTAINED,PM,C5133393,2010-01-07,2010-01-07,13:14:03,2010-01-07,2010-01-07,13:14:03,NAT,00:00:00
800,000010001967,OS,NEEDS TO INSTALL NOISE REDUCTION KIT,PM,C5133393,2010-01-12,NAT,05:18:53,2010-01-12,2010-01-12,05:18:53,NAT,00:00:00
800,000010001977,M1,CRITICAL DEVIATION: LIMIT CHECK FAILE...,PM,ECSETUP,2011-03-09,NAT,20:53:52,2011-03-09,2011-03-02,00:00:00,2011-03-09,00:00:00
800,000010001978,M1,CRITICAL DEVIATION: LIMIT CHECK FAILE...,PM,ECSETUP,2011-03-09,NAT,20:53:56,2011-03-09,2011-03-02,00:00:00,2011-03-09,00:00:00
800,000010001979,M1,CRITICAL DEVIATION: LIMIT CHECK FAILE...,PM,ECSETUP,2011-03-09,NAT,20:54:23,2011-03-09,2011-03-02,00:00:00,2011-03-09,00:00:00
800,000010001987,M1,RELATED TO ACTION CREATED FROM INVEST...,PM,WF-BATCH,2011-03-11,2011-03-11,17:09:41,2011-03-11,2011-03-11,17:06:00,2011-03-11,17:06:00
800,000010001997,M1,AUSREICHENDE VORSCHRIFTSMÄSSIGE BELEU...,PM,WF-BATCH,2011-03-17,2011-03-17,16:05:47,2011-03-17,2011-03-17,16:01:00,2011-03-24,16:01:00
800,000010002007,M1,VENTILATION HOOD EXHAUST IS NOT WORKI...,PM,WF-BATCH,2011-05-13,2011-05-13,15:24:59,2011-05-13,2011-05-13,15:21:00,2011-05-13,15:21:00
800,000010002017,M1,PUMP REPAIR,PM,I057775,2011-05-24,NAT,12:47:11,2011-05-24,2011-05-24,12:47:11,NAT,00:00:00
800,000010002027,M2,PUMP LEAKING WATER,PM,I036584,2011-11-11,NAT,09:38:29,2011-11-11,2011-11-11,09:38:29,NAT,00:00:00
800,000010002037,M1,INSTALL NEW SPEED LIMIT SIGNS THROUGH...,PM,ALE_MASTER,2012-04-13,NAT,18:00:45,2012-04-13,2012-04-13,17:56:00,2012-04-13,17:56:00
800,000010002047,M1,QUARTERLY MAINTENANCE OF PUMP,PM,I055469,2012-05-02,NAT,20:15:58,2012-05-02,2012-07-11,00:00:00,2012-07-11,00:00:00
800,000010002048,M1,QUARTERLY MAINTENANCE OF BOILER,PM,I055469,2012-05-02,NAT,20:19:06,2012-05-02,2012-07-31,00:00:00,2012-07-31,00:00:00
800,000010002049,M1,PREVENTIVE MAINTENANCE OF BOILER,PM,I055469,2012-05-04,NAT,11:46:18,2012-05-04,2012-06-01,00:00:00,2012-06-15,00:00:00
800,000010002050,M1,PREVENTIVE MAINTENANCE OF PUMP,PM,I055469,2012-05-04,NAT,11:46:38,2012-05-04,2012-06-01,00:00:00,2012-06-15,00:00:00
800,000010002057,HI,HI-RAIL INSPECTION,PM,D046387,2012-06-01,2012-06-04,14:53:06,2012-06-01,2011-05-20,14:53:06,2011-05-22,00:00:00
800,000010002058,TO,TURNOUT INSPECTION,PM,D046387,2012-06-01,2012-06-04,14:55:33,2012-06-01,2011-09-15,14:55:33,2011-12-09,00:00:00
800,000010002067,TO,TURNOUT INSPECTION,PM,D046387,2012-06-04,NAT,11:37:02,2012-06-04,2011-03-12,00:00:00,2011-03-14,00:00:00
800,000010002068,HI,HI-RAIL INSPECTION,PM,D046387,2012-06-04,NAT,11:44:34,2012-06-04,2011-02-25,11:44:34,2011-03-05,00:00:00
800,000010002069,HI,HI-RAIL INSPECTION,PM,D046387,2012-06-04,NAT,13:33:57,2012-06-04,2011-02-16,13:33:57,2011-02-26,00:00:00
800,000010002070,M1,NOTIFICATION CREATED BY VISHAL SONAWA...,PM,ALEREMOTE,2012-06-04,NAT,14:57:04,2012-06-04,2012-06-04,14:55:00,2012-06-05,00:00:00
800,000010002071,M2,NOTIFICATION CREATED BY VISHAL SONAWA...,PM,ALEREMOTE,2012-06-04,NAT,15:15:41,2012-06-04,2012-06-04,15:15:00,2012-06-05,00:00:00
800,000010002072,WI,WALKING INSPECTION,PM,D046387,2012-06-04,2012-06-04,15:22:23,2012-06-04,2011-04-18,15:22:23,2011-04-20,00:00:00
800,000010002073,WI,WALKING INSPECTION,PM,D046387,2012-06-04,2012-06-05,15:45:43,2012-06-04,2011-10-05,15:45:43,2011-10-10,00:00:00
800,000010002074,HI,HI-RAIL INSPECTION,PM,D046387,2012-06-05,2012-06-05,10:35:11,2012-06-05,2011-03-08,10:35:11,2011-03-18,00:00:00
800,000010002075,HI,HI-RAIL INSPECTION,PM,D046387,2012-06-05,NAT,10:44:39,2012-06-05,2012-05-25,10:44:39,2012-06-04,00:00:00
800,000010002076,WI,WALKING INSPECTION,PM,D046387,2012-06-05,NAT,10:48:29,2012-06-05,2011-11-06,10:48:29,2011-11-16,00:00:00
800,000010002077,HI,HI-RAIL INSPECTION,PM,D046387,2012-06-05,2012-06-05,10:55:37,2012-06-05,2011-10-17,10:55:37,2011-10-27,00:00:00
800,000010002078,HI,HI-RAIL INSPECTION,PM,D046387,2012-06-05,NAT,11:02:56,2012-06-05,2012-02-15,11:02:56,2012-02-25,00:00:00
800,000010002079,TI,TRACK INSPECTION,PM,D046387,2012-06-05,NAT,11:10:11,2012-06-05,2011-04-11,11:10:11,2011-04-21,00:00:00
800,000010002080,WI,WALKING INSPECTION,PM,D046387,2012-06-05,NAT,11:16:32,2012-06-05,2011-03-17,11:16:32,2011-03-27,00:00:00
800,000010002081,HI,HI-RAIL INSPECTION,PM,D046387,2012-06-05,NAT,11:19:43,2012-06-05,2011-11-02,11:19:43,2011-11-12,00:00:00
800,000010002082,HI,HI-RAIL INSPECTION,PM,D046387,2012-06-05,NAT,11:24:30,2012-06-05,2012-01-17,11:24:30,2012-01-27,00:00:00
800,000010002083,GC,GEOMETRY CAR INSPECTION,PM,D046387,2012-06-05,NAT,12:13:16,2012-06-05,2011-12-27,12:13:16,2012-01-06,00:00:00
800,000010002084,WI,WALKING INSPECTION,PM,D046387,2012-06-05,NAT,12:16:41,2012-06-05,2011-09-22,12:16:41,2011-10-02,00:00:00
800,000010002085,WI,HI-RAIL INSPECTION,PM,D046387,2012-06-05,NAT,12:19:27,2012-06-05,2011-10-03,12:19:27,2011-10-13,00:00:00
800,000010002086,RX,ROADCROSS INSPECTION,PM,D046387,2012-06-05,NAT,12:22:44,2012-06-05,2011-07-16,12:22:44,2011-07-26,00:00:00
800,000010002087,RX,ROADCROSS INSPECTION,PM,D046387,2012-06-05,NAT,12:29:19,2012-06-05,2012-04-13,12:29:19,2012-04-23,00:00:00
800,000010002088,RX,ROADCROSS INSPECTION,PM,D046387,2012-06-05,NAT,12:31:50,2012-06-05,2011-10-09,12:31:50,2011-10-19,00:00:00
800,000010002089,WI,WALKING INSPECTION,PM,D046387,2012-06-05,NAT,12:34:04,2012-06-05,2011-02-22,12:34:04,2011-03-04,00:00:00
800,000010002090,TO,TURNOUT INSPECTION,PM,D046387,2012-06-05,NAT,12:36:14,2012-06-05,2012-04-24,12:36:14,2012-05-04,00:00:00
800,000010002091,WI,WALKING INSPECTION,PM,D046387,2012-06-05,NAT,12:38:49,2012-06-05,2011-10-05,12:38:49,2011-10-15,00:00:00
800,000010002097,HI,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,C5164467,2012-06-15,2012-06-15,12:18:24,2012-06-15,2012-06-15,12:19:42,2012-06-29,12:19:42
800,000010002107,M1,TEST MOC,PM,I804440,2012-09-07,2012-09-07,19:29:22,2012-09-07,2012-09-07,19:29:22,NAT,00:00:00
800,000010002117,M1,NOTIFICATION CREATED BY MARY KILGO DU...,PM,ALEREMOTE,2012-09-15,NAT,00:43:22,2012-09-15,2012-09-15,00:39:00,2012-09-22,00:43:10
800,000010002127,M1,NOTIFICATION CREATED BY MARY KILGO DU...,PM,ALEREMOTE,2012-09-19,2012-09-28,22:13:55,2012-09-19,2012-09-19,22:11:00,2012-09-26,22:13:48
800,000010002137,M1,NOTIFICATION CREATED BY MICHAEL JORDA...,PM,ALEREMOTE,2012-09-28,2012-09-28,12:09:23,2012-09-28,2012-09-28,12:04:00,2012-10-05,12:09:21
800,000010002147,HI,HI-RAIL INSPECTION,PM,D046387,2012-10-23,NAT,16:31:16,2012-07-29,2012-08-03,16:31:16,2012-08-13,00:00:00
800,000010002148,TO,TURNOUT INSPECTION,PM,D046387,2012-10-23,NAT,16:31:49,2012-08-09,2012-08-14,16:31:49,2012-08-24,00:00:00
800,000010002149,TO,TURNOUT INSPECTION,PM,D046387,2012-10-23,NAT,16:31:53,2012-08-01,2012-08-06,16:31:53,2012-08-16,00:00:00
800,000010002150,HI,HI-RAIL INSPECTION,PM,D046387,2012-10-23,NAT,16:31:59,2012-07-25,2012-07-30,16:31:59,2012-08-09,00:00:00
800,000010002151,HI,HI-RAIL INSPECTION,PM,D046387,2012-10-23,NAT,16:32:02,2012-07-20,2012-07-25,16:32:02,2012-08-04,00:00:00
800,000010002152,WI,WALKING INSPECTION,PM,D046387,2012-10-23,NAT,16:32:04,2012-08-03,2012-08-08,16:32:04,2012-08-18,00:00:00
800,000010002153,WI,WALKING INSPECTION,PM,D046387,2012-10-23,NAT,16:32:07,2012-07-31,2012-08-05,16:32:07,2012-08-15,00:00:00
800,000010002154,HI,HI-RAIL INSPECTION,PM,D046387,2012-10-23,NAT,16:32:09,2012-08-08,2012-08-13,16:32:09,2012-08-23,00:00:00
800,000010002155,HI,HI-RAIL INSPECTION,PM,D046387,2012-10-23,NAT,16:32:11,2012-07-29,2012-08-03,16:32:11,2012-08-13,00:00:00
800,000010002156,WI,WALKING INSPECTION,PM,D046387,2012-10-23,NAT,16:32:13,2012-07-27,2012-08-01,16:32:13,2012-08-11,00:00:00
800,000010002157,GC,GEOMETRY CAR INSPECTION,PM,D046387,2012-10-23,NAT,16:32:16,2012-08-07,2012-08-12,16:32:16,2012-08-22,00:00:00
800,000010002158,GC,GEOMETRY CAR INSPECTION,PM,D046387,2012-10-23,NAT,16:32:18,2012-07-25,2012-07-30,16:32:18,2012-08-09,00:00:00
800,000010002159,TI,TRACK INSPECTION,PM,D046387,2012-10-23,NAT,16:32:21,2012-07-31,2012-08-05,16:32:21,2012-08-15,00:00:00
800,000010002160,TI,TRACK INSPECTION,PM,D046387,2012-10-23,NAT,16:32:23,2012-07-23,2012-07-28,16:32:23,2012-08-07,00:00:00
800,000010002161,GC,GEOMETRY CAR INSPECTION,PM,D046387,2012-10-23,NAT,16:32:25,2012-07-27,2012-08-01,16:32:25,2012-08-11,00:00:00
800,000010002162,WI,WALKING INSPECTION,PM,D046387,2012-10-23,NAT,16:32:26,2012-07-29,2012-08-03,16:32:26,2012-08-13,00:00:00
800,000010002163,WI,WALKING INSPECTION,PM,D046387,2012-10-23,NAT,16:32:29,2012-08-07,2012-08-12,16:32:29,2012-08-22,00:00:00
